MEMBER_RATING;OPTIN_TIME;OPTIN_IP;CONFIRM_TIME;CONFIRM_IP;LATITUDE;LONGITUDE;GMTOFF;DSTOFF;TIMEZONE;CC;REGION;LAST_CHANGED;LEID;EUID;NOTES;TAGS
5;2012-06-29 08:54:09;;2019-03-24 19:33:26;;43.6682000;'-79.4209000;;;416;ca;on;2019-03-24 19:33:26;75865939;36c74a6fa1;;
4;2014-11-25 16:27:50;;2019-03-24 19:33:25;;47.3747000;8.4902700;;;;ch;zh;2019-03-24 19:33:25;75864751;0736e0cbe3;;
2;2012-06-29 08:55:21;;2019-03-24 19:33:46;;;;;;;;;2019-03-24 19:33:46;75893391;0dfb321f99;;
5;2018-04-30 18:22:33;;2019-03-24 19:33:50;;44.9231000;'-93.4389000;;;952;us;mn;2019-03-24 19:33:50;75898819;3d4d5ff901;;
2;2019-09-23 11:22:52;;2019-09-23 11:22:52;165.225.76.60;;;;;;;;2019-09-23 11:22:52;92887371;4ac75f1c7e;;
5;2018-06-12 03:07:40;;2019-03-24 19:33:51;;41.6293000;'-93.7320000;;;515;us;ia;2019-03-24 19:33:51;75900939;28e5173cc2;;
2;2015-03-27 13:35:03;;2019-03-24 19:33:33;;;;;;;;;2019-03-24 19:33:33;75875007;fa0edb9116;;
2;2012-12-17 23:43:22;;2019-03-24 19:33:36;;;;;;;;;2019-03-24 19:33:36;75879135;4b4fe2a182;;
5;2012-06-29 08:55:03;;2019-03-24 19:33:42;;51.4596000;'-0.0059540;;;;uk;lew;2019-03-24 19:33:42;75887367;b3ea86d961;;
2;2012-06-29 08:55:45;;2019-03-24 19:33:54;;;;;;;;;2019-03-24 19:33:54;75904239;1f840f54ff;;
4;2018-03-20 18:21:48;;2019-03-24 19:33:47;;51.5164000;'-0.2444030;;;;uk;hmf;2019-03-24 19:33:47;75895359;0e124ca6b2;;
2;2013-07-01 12:03:54;;2019-03-24 19:33:42;;;;;;;;;2019-03-24 19:33:42;75887491;9efacf701d;;
5;2016-02-01 15:30:27;;2019-03-24 19:33:57;;'-33.4348000;'-70.6157000;;;;cl;rm;2019-03-24 19:33:57;75908351;dd75d1a237;;
4;2018-11-05 06:50:55;;2019-03-24 19:33:56;;24.6500000;46.7670000;;;;sa;1;2019-03-24 19:33:56;75906895;179b4b9103;;
5;2015-10-30 01:48:18;;2019-03-24 19:33:48;;37.7482000;'-122.4160000;;;415/628;us;ca;2019-03-24 19:33:48;75897019;1bb8966bfe;;
5;2014-01-08 16:58:08;;2019-03-24 19:33:49;;40.7685000;'-73.9607000;;;212/332/646/917;us;ny;2019-03-24 19:33:49;75897235;5c28c63f50;;
2;2012-06-29 08:55:21;;2019-03-24 19:33:47;;;;;;;;;2019-03-24 19:33:47;75894363;bc68bfcebb;;
2;2018-03-20 12:29:30;;2019-03-24 19:33:47;;;;;;;;;2019-03-24 19:33:47;75895187;809a99d0ed;;
5;2012-06-29 08:54:47;;2019-03-24 19:33:38;;40.8302000;'-73.9068000;;;347/718/929/917;us;ny;2019-03-24 19:33:38;75882843;5bf1a36fe3;;
5;2012-09-24 22:08:17;;2019-03-24 19:33:32;;;;;;;;;2019-03-24 19:33:32;75873331;e40eb165d3;;
2;2018-11-20 12:07:28;;2019-03-24 19:33:57;;'-37.8306000;144.9750000;;;;au;vic;2019-03-24 19:33:57;75907667;7f5afc9341;;
5;2014-03-04 00:16:28;;2019-03-24 19:33:51;;34.1446000;'-118.3900000;;;747/818;us;ca;2019-03-24 19:33:51;75900319;0d7514efa5;;
5;2018-08-09 12:06:29;;2019-03-24 19:33:53;;51.4167000;'-1.3197500;;;;uk;wbk;2019-03-24 19:33:53;75903127;b8f3b26d0b;;
5;2012-12-23 19:55:11;;2019-03-24 19:33:36;;51.5163000;'-0.3841530;;;;uk;eal;2019-03-24 19:33:36;75879463;c2e5948e23;;
2;2012-06-29 08:55:26;;2019-03-24 19:33:50;;;;;;;;;2019-03-24 19:33:50;75898991;c93b26862a;;
5;2018-04-30 08:00:23;;2019-03-24 19:33:50;;45.7446000;4.8213800;;;;fr;ara;2019-03-24 19:33:50;75898679;5f2ff65e4a;;
5;2012-06-29 08:55:45;;2019-03-24 19:33:54;;;;;;;;;2019-03-24 19:33:54;75904303;3814d782d0;;
5;2018-02-12 01:41:38;;2019-03-24 19:33:43;;;;;;;;;2019-03-24 19:33:43;75889835;6ddf4bd934;;
2;2018-07-03 16:02:16;;2019-03-24 19:33:52;;38.7999000;'-77.0517000;;;703/571;us;va;2019-03-24 19:33:52;75901571;4067c7cfeb;;
5;2017-08-24 18:31:36;;2019-03-24 19:33:37;;;;;;;;;2019-03-24 19:33:37;75881327;54b973c25b;;
2;2016-01-07 14:41:23;;2019-03-24 19:33:52;;;;;;;;;2019-03-24 19:33:52;75901943;859d2f5af5;;
5;2013-10-14 13:36:50;;2019-03-24 19:33:45;;42.9640000;1.6070800;;;;fr;occ;2019-03-24 19:33:45;75892063;c0ec01d484;;
5;2012-09-24 11:55:27;;2019-03-24 19:33:31;;48.8880000;2.3835600;;;;fr;idf;2019-03-24 19:33:31;75872951;9caaa5fb05;;
5;2018-04-27 20:42:24;;2019-03-24 19:33:50;;48.8923000;2.3443900;;;;fr;idf;2019-03-24 19:33:50;75898611;a6fc7b2c82;;
2;2017-11-09 04:08:25;;2019-03-24 19:33:40;;1.2799600;103.8500000;;;;sg;1;2019-03-24 19:33:40;75885743;c89ee666fa;;
2;2015-10-14 01:05:45;;2019-03-24 19:33:46;;;;;;;;;2019-03-24 19:33:46;75893907;2ad32be6d0;;
2;2012-06-29 08:56:03;;2019-03-24 19:33:59;;;;;;;;;2019-03-24 19:33:59;75911319;38a606356a;;
2;2013-11-30 16:36:14;;2019-03-24 19:33:47;;;;;;;;;2019-03-24 19:33:47;75894843;91444e8acc;;
5;2012-06-29 08:55:59;;2019-03-24 19:33:58;;'-0.2325570;'-78.5258000;;;;ec;p;2019-03-24 19:33:58;75909439;6766992807;;
5;2017-06-26 14:36:10;;2019-03-24 19:33:35;;45.5318000;'-122.6810000;;;503/971;us;or;2019-03-24 19:33:35;75877827;847d5d3e8a;;
5;2014-07-21 14:30:04;;2019-03-24 19:33:56;;1.2830000;103.8500000;;;;sg;1;2019-03-24 19:33:56;75906383;9828890fd4;;
5;2012-06-29 08:55:39;;2019-03-24 19:33:53;;47.6834000;'-122.2910000;;;206/564;us;wa;2019-03-24 19:33:53;75903227;4cd2afc2f1;;
5;2012-06-29 08:54:41;;2019-03-24 19:33:35;;41.9407000;'-87.6542000;;;773;us;il;2019-03-24 19:33:35;75877807;3d414da9ae;;
5;2014-12-01 22:03:56;;2019-03-24 19:33:26;;;;;;;;;2019-03-24 19:33:26;75865739;a2ddef02c2;;
5;2012-11-27 01:54:17;;2019-03-24 19:33:35;;37.3061000;'-121.9990000;;;408/669;us;ca;2019-03-24 19:33:35;75877719;94bef0776a;;
2;2012-06-29 08:54:09;;2019-03-24 19:33:26;;47.2225000;'-1.5458600;;;;fr;pdl;2019-03-24 19:33:26;75866023;6abd721eee;;
5;2016-02-16 20:30:29;;2019-03-24 19:33:58;;1.2830000;103.8500000;;;;sg;1;2019-03-24 19:33:58;75910159;ddd8b337b2;;
5;2012-06-29 08:55:08;;2019-03-24 19:33:43;;1.2830000;103.8500000;;;;sg;1;2019-03-24 19:33:43;75889783;53bab04155;;
2;2012-06-29 08:54:41;;2019-03-24 19:33:35;;;;;;;;;2019-03-24 19:33:35;75877651;abd6655528;;
2;2019-03-03 20:33:18;;2019-03-24 19:33:59;;;;;;;;;2019-03-24 19:33:59;75911603;e34546372f;;
5;2017-05-08 07:55:03;;2019-03-24 19:33:33;;;;;;;;;2019-03-24 19:33:33;75875287;708c06e28c;;
2;2015-10-05 05:26:47;;2019-03-24 19:33:45;;;;;;;;;2019-03-24 19:33:45;75892059;48727249c4;;
5;2014-04-28 08:36:09;;2019-03-24 19:33:53;;51.1694000;10.4582000;;;;de;;2019-03-24 19:33:53;75902503;edfe6661b8;;
3;2017-12-11 09:52:03;;2019-03-24 19:33:41;;47.4527000;8.5805100;;;;ch;zh;2019-03-24 19:33:41;75886907;68d725f4ed;;
3;2015-11-24 07:01:21;;2019-03-24 19:33:50;;42.0329000;'-74.1161000;;;845;us;ny;2019-03-24 19:33:50;75898983;1fb2ad0caf;;
5;2012-09-03 12:49:12;;2019-03-24 19:33:30;;37.4056000;'-122.0780000;;;650;us;ca;2019-03-24 19:33:30;75871575;b6d988aad0;;
5;2015-02-19 18:24:33;;2019-03-24 19:33:30;;1.2830000;103.8500000;;;;sg;1;2019-03-24 19:33:30;75871591;b52eb4482d;;
5;2012-06-29 08:55:39;;2019-03-24 19:33:51;;50.7931000;4.3494400;;;;be;bru;2019-03-24 19:33:51;75900295;5957f3fd97;;
5;2015-09-20 00:09:45;;2019-03-24 19:33:44;;53.4880000;'-2.2441500;;;;uk;man;2019-03-24 19:33:44;75890275;906aac39fd;;
2;2016-05-17 03:13:22;;2019-03-24 19:33:25;;;;;;;;;2019-03-24 19:33:25;75864511;0da297d6b8;;
5;2018-03-19 19:02:32;;2019-03-24 19:33:47;;49.2475000;'-123.0000000;;;604;ca;bc;2019-03-24 19:33:47;75894435;59aad73f70;;
4;2015-06-09 10:33:45;;2019-03-24 19:33:37;;;;;;;;;2019-03-24 19:33:37;75881291;393ab0e889;;
5;2012-11-06 20:58:00;;2019-03-24 19:33:33;;40.7200000;'-74.0037000;;;212/646/917/929;us;ny;2019-03-24 19:33:33;75875963;dc35507835;;
2;2012-06-29 08:55:08;;2019-03-24 19:33:44;;41.7047000;'-88.0752000;;;630/331;us;il;2019-03-24 19:33:44;75890851;67d528f3de;;
2;2012-06-29 08:55:45;;2019-03-24 19:33:54;;;;;;;;;2019-03-24 19:33:54;75904627;3981971a95;;
4;2014-12-24 04:57:26;;2019-03-24 19:33:27;;41.7775000;'-87.7093000;;;773;us;il;2019-03-24 19:33:27;75867467;6945c4dec7;;
4;2016-08-10 01:55:09;;2019-03-24 19:33:28;;;;;;;;;2019-03-24 19:33:28;75868095;101a9028b8;;
5;2014-12-19 16:49:26;;2019-03-24 19:33:27;;37.7945000;'-122.4180000;;;415/628;us;ca;2019-03-24 19:33:27;75867295;57592f6672;;
5;2016-02-25 12:24:37;;2019-03-24 19:33:59;;;;;;;;;2019-03-24 19:33:59;75911027;ff3dcbad57;;
2;2017-05-11 06:19:04;;2019-03-24 19:33:33;;51.4140000;'-0.3024300;;;;uk;ktt;2019-03-24 19:33:33;75875651;544dbc7d56;;
5;2012-06-29 08:55:59;;2019-03-24 19:33:56;;37.7812000;'-120.8350000;;;209;us;ca;2019-03-24 19:33:56;75907099;b3491a9eb7;;
5;2013-03-18 13:26:19;;2019-03-24 19:33:39;;37.2310000;'-121.9490000;;;408/669;us;ca;2019-03-24 19:33:39;75883211;4b8c25f1df;;
2;2016-02-25 17:24:22;;2019-03-24 19:33:59;;;;;;;;;2019-03-24 19:33:59;75911071;5f0070bc78;;
3;2012-06-29 08:55:39;;2019-03-24 19:33:52;;53.4440000;'-2.1934700;;;;uk;man;2019-03-24 19:33:52;75901423;763275989b;;
5;2017-06-19 12:36:14;;2019-03-24 19:33:34;;40.1983000;'-88.3894000;;;217;us;il;2019-03-24 19:33:34;75877095;210ad52d70;;
5;2015-10-24 18:09:07;;2019-03-24 19:33:48;;38.2449000;'-122.6600000;;;707;us;ca;2019-03-24 19:33:48;75896503;15512761a2;;
4;2019-10-08 14:11:13;;2019-10-08 14:11:13;46.18.100.168;47.7476000;'-3.3716400;;;;fr;bre;2019-10-08 14:11:13;93582367;fbdb4dcab6;;
2;2012-06-29 08:55:59;;2019-03-24 19:33:58;;43.1002000;'-78.9552000;;;716;us;ny;2019-03-24 19:33:58;75909467;888976b53a;;
5;2014-11-26 20:39:36;;2019-03-24 19:33:26;;;;;;;;;2019-03-24 19:33:26;75865127;8095a76077;;
2;2018-03-19 19:04:09;;2019-03-24 19:33:47;;30.2081000;'-97.8004000;;;512/737;us;tx;2019-03-24 19:33:47;75894487;2c2d97004a;;
5;2019-07-28 09:09:39;;2019-07-28 09:09:39;77.102.186.169;51.5394000;'-0.1179310;;;;uk;isl;2019-07-28 09:09:39;90928883;17ef1118b1;;
5;2018-04-09 11:25:21;;2019-03-24 19:33:49;;45.7446000;4.8213800;;;;fr;ara;2019-03-24 19:33:49;75897703;0a66c7843d;;
2;2016-12-15 18:51:19;;2019-03-24 19:33:31;;;;;;;;;2019-03-24 19:33:31;75872871;01bd0686c5;;
5;2012-06-29 08:56:29;;2019-03-24 19:33:23;;37.4056000;'-122.0780000;;;650;us;ca;2019-03-24 19:33:23;75861947;7f6214b0d0;;
2;2015-09-01 15:42:49;;2019-03-24 19:33:42;;45.4828000;9.1729400;;;;it;mi;2019-03-24 19:33:42;75888551;ca512a9582;;
5;2012-12-10 18:47:34;;2019-03-24 19:33:35;;38.7327000;'-9.1726600;;;;pt;11;2019-03-24 19:33:35;75878431;a8aae013e3;;
2;2015-05-09 22:52:18;;2019-03-24 19:33:36;;45.7059000;4.8513900;;;;fr;ara;2019-03-24 19:33:36;75878983;e36d788357;;
5;2016-02-01 15:30:27;;2019-03-24 19:33:57;;;;;;;;;2019-03-24 19:33:57;75907691;441afc8565;;
5;2016-05-04 00:07:13;;2019-03-24 19:33:25;;35.8669000;'-106.2660000;;;505;us;nm;2019-03-24 19:33:25;75864127;59ad82400b;;
2;2018-09-20 05:53:43;;2019-03-24 19:33:54;;45.4087000;'-122.7890000;;;503/971;us;or;2019-03-24 19:33:54;75904691;20a74bd854;;
5;2012-06-29 08:54:09;;2019-03-24 19:33:28;;;;;;;;;2019-03-24 19:33:28;75867691;6f3abd693a;;
2;2012-11-30 07:32:17;;2019-03-24 19:33:35;;;;;;;;;2019-03-24 19:33:35;75877895;d86ac2dd1e;;
2;2012-06-29 08:55:39;;2019-03-24 19:33:51;;52.4554000;13.4937000;;;;de;be;2019-03-24 19:33:51;75900963;dae29c3fcd;;
5;2015-09-07 08:00:09;;2019-03-24 19:33:43;;32.0592000;34.7631000;;;;il;ta;2019-03-24 19:33:43;75888955;1bdb04ed64;;
5;2015-03-19 00:40:05;;2019-03-24 19:33:32;;48.1167000;'-122.7830000;;;360/564;us;wa;2019-03-24 19:33:32;75874195;87a214af67;;
2;2012-06-29 08:55:03;;2019-03-24 19:33:39;;;;;;;;;2019-03-24 19:33:39;75883535;9f43981687;;
2;2012-09-24 14:29:44;;2019-03-24 19:33:31;;37.2185000;'-121.8570000;;;408/669;us;ca;2019-03-24 19:33:31;75873087;64411a037e;;
2;2012-06-29 08:55:39;;2019-03-24 19:33:50;;;;;;;;;2019-03-24 19:33:50;75899523;e1e2889d3a;;
2;2012-06-29 08:55:45;;2019-03-24 19:33:54;;;;;;;;;2019-03-24 19:33:54;75904287;9af9dd9624;;
2;2015-07-16 12:22:33;;2019-03-24 19:33:40;;43.6914000;'-79.4310000;;;416;ca;on;2019-03-24 19:33:40;75884807;2bdf15b2b9;;
3;2014-01-13 17:37:17;;2019-03-24 19:33:49;;45.5008000;9.1709100;;;;it;mi;2019-03-24 19:33:49;75897647;78ef251b3e;;
2;2015-10-08 10:49:00;;2019-03-24 19:33:46;;51.5454000;'-0.0419520;;;;uk;hck;2019-03-24 19:33:46;75893067;1d5b6c142c;;
2;2012-06-29 08:56:03;;2019-03-24 19:34:00;;;;;;;;;2019-03-24 19:34:00;75912623;9087d61d9d;;
5;2015-10-28 09:22:25;;2019-03-24 19:33:48;;48.8770000;2.3354000;;;;fr;idf;2019-03-24 19:33:48;75896923;bc339fbca3;;
5;2017-12-11 09:43:07;;2019-03-24 19:33:41;;48.8722000;2.3128600;;;;fr;idf;2019-03-24 19:33:41;75886891;03c9ef9ec3;;
2;2015-09-07 09:48:14;;2019-03-24 19:33:43;;48.8029000;2.2870500;;;;fr;idf;2019-03-24 19:33:43;75888971;a01d2eb1eb;;
2;2015-01-29 03:52:21;;2019-03-24 19:33:29;;;;;;;;;2019-03-24 19:33:29;75869323;80c2de67a5;;
5;2015-10-19 05:28:31;;2019-03-24 19:33:47;;37.8344000;'-122.2890000;;;510;us;ca;2019-03-24 19:33:47;75894883;eb3da24d64;;
2;2015-02-03 05:26:53;;2019-03-24 19:33:29;;;;;;;;;2019-03-24 19:33:29;75869679;f35887645f;;
2;2019-08-29 06:55:28;;2019-08-29 06:55:28;176.47.12.147;;;;;;;;2019-08-29 06:55:28;92214695;6f306c51e5;;
5;2018-05-01 13:43:34;;2019-03-24 19:33:50;;48.8664000;2.4000600;;;;fr;idf;2019-03-24 19:33:50;75898987;0668d14832;;
4;2013-07-15 14:10:11;;2019-03-24 19:33:42;;40.5748000;'-74.4988000;;;732/848;us;nj;2019-03-24 19:33:42;75887711;66fd64cf3b;;
2;2012-07-09 04:03:50;;2019-03-24 19:33:29;;40.7005000;'-74.3220000;;;973/862;us;nj;2019-03-24 19:33:29;75869247;c86053d1a0;;
2;2016-11-16 14:54:12;;2019-03-24 19:33:30;;;;;;;;;2019-03-24 19:33:30;75871191;106b64137d;;
2;2012-06-29 08:55:26;;2019-03-24 19:33:48;;;;;;;;;2019-03-24 19:33:48;75896931;bd0c6986a7;;
2;2012-09-05 12:09:46;;2019-03-24 19:33:31;;;;;;;;;2019-03-24 19:33:31;75872051;f6e73a2f68;;
5;2016-04-03 02:55:06;;2019-03-24 19:33:23;;39.7333000;'-104.9700000;;;303/720;us;co;2019-03-24 19:33:23;75862471;1e1d8ba466;;
2;2014-01-10 23:24:00;;2019-03-24 19:33:49;;37.7945000;'-122.4180000;;;415/628;us;ca;2019-03-24 19:33:49;75897319;8d72c658fb;;
5;2014-11-06 16:49:41;;2019-03-24 19:33:24;;;;;;;;;2019-03-24 19:33:24;75863519;e1e3a1da64;;
4;2012-06-29 08:56:03;;2019-03-24 19:34:00;;;;;;;;;2019-03-24 19:34:00;75911939;e20d2d76e2;;
5;2013-11-04 21:48:45;;2019-03-24 19:33:46;;40.7340000;'-74.0053000;;;212/646/917/929;us;ny;2019-03-24 19:33:46;75893539;d43ce17517;;
2;2012-06-29 08:55:03;;2019-03-24 19:33:41;;44.4195000;8.9873500;;;;it;ge;2019-03-24 19:33:41;75886691;f094a098b1;;
4;2012-09-26 21:54:17;;2019-03-24 19:33:32;;32.9665000;'-117.1200000;;;858;us;ca;2019-03-24 19:33:32;75873507;a7144995d6;;
5;2016-01-25 18:13:16;;2019-03-24 19:33:54;;38.7388000;'-104.7080000;;;719;us;co;2019-03-24 19:33:54;75904203;7878d146e1;;
2;2012-06-29 08:55:59;;2019-03-24 19:33:57;;31.2358000;121.4830000;;;;cn;sh;2019-03-24 19:33:57;75908135;8c292706f7;;
2;2012-06-29 08:54:09;;2019-03-24 19:33:27;;;;;;;;;2019-03-24 19:33:27;75866783;dfd1873725;;
2;2012-06-29 08:55:08;;2019-03-24 19:33:44;;;;;;;;;2019-03-24 19:33:44;75890043;b1726e5ea2;;
2;2012-06-29 08:55:59;;2019-03-24 19:33:59;;;;;;;;;2019-03-24 19:33:59;75910935;0b8c1c5183;;
2;2012-09-03 16:22:29;;2019-03-24 19:33:30;;53.1236000;'-1.2640800;;;;uk;ntt;2019-03-24 19:33:30;75871639;e45c0d3deb;;
5;2012-06-29 08:55:03;;2019-03-24 19:33:39;;44.9874000;'-93.2713000;;;612;us;mn;2019-03-24 19:33:39;75883839;62b700dc7b;;
2;2013-10-08 16:58:39;;2019-03-24 19:33:45;;;;;;;;;2019-03-24 19:33:45;75891495;3823ff0a10;;
2;2016-01-21 17:19:23;;2019-03-24 19:33:54;;;;;;;;;2019-03-24 19:33:54;75903723;3b1bb94c76;;
2;2015-05-12 23:39:09;;2019-03-24 19:33:36;;;;;;;;;2019-03-24 19:33:36;75879343;f887e88702;;
5;2012-06-29 08:55:21;;2019-03-24 19:33:45;;50.1215000;8.7481800;;;;de;he;2019-03-24 19:33:45;75892479;cab1c9d235;;
5;2014-06-11 17:13:05;;2019-03-24 19:33:54;;37.7482000;'-122.4160000;;;415/628;us;ca;2019-03-24 19:33:54;75904379;1363169622;;
5;2012-06-29 08:54:47;;2019-03-24 19:33:37;;;;;;;;;2019-03-24 19:33:37;75881067;5fdcc6284d;;
4;2014-08-15 11:32:33;;2019-03-24 19:33:57;;;;;;;;;2019-05-26 18:40:09;75908387;e1b7950d7a;;
5;2014-11-11 12:36:41;;2019-03-24 19:33:25;;51.5175000;'-0.1082830;;;;uk;lnd;2019-03-24 19:33:25;75863879;ccfd3e052f;;
4;2012-09-03 00:36:19;;2019-03-24 19:33:30;;;;;;;;;2019-03-24 19:33:30;75871471;7ef229a86d;;
2;2018-04-11 15:54:36;;2019-03-24 19:33:49;;;;;;;;;2019-03-24 19:33:49;75897883;6dbcc496a0;;
5;2012-06-29 08:55:21;;2019-03-24 19:33:45;;48.8758000;2.3598200;;;;fr;idf;2019-03-24 19:33:45;75891535;6b263816fe;;
5;2012-06-29 08:55:39;;2019-03-24 19:33:52;;;;;;;;;2019-03-24 19:33:52;75902199;77ddf69a9a;;
2;2015-06-21 13:11:48;;2019-03-24 19:33:38;;30.0500000;31.2500000;;;;eg;c;2019-03-24 19:33:38;75882263;5597f04d23;;
2;2016-05-12 19:13:45;;2019-03-24 19:33:25;;37.7142000;'-121.9310000;;;925;us;ca;2019-03-24 19:33:25;75864283;0466c36ad0;;
4;2018-06-18 14:00:58;;2019-03-24 19:33:52;;37.7738000;'-122.4100000;;;415/628;us;ca;2019-03-24 19:33:52;75901219;9827506447;;
5;2014-04-24 12:47:41;;2019-03-24 19:33:52;;52.3598000;'-7.7021500;;;;ie;ta;2019-03-24 19:33:52;75902307;772a7b97f7;;
5;2018-12-07 14:14:39;;2019-03-24 19:33:57;;34.1227000;'-84.2968000;;;770/678/470;us;ga;2019-03-24 19:33:57;75908683;a6c9347db5;;
5;2012-06-29 08:55:21;;2019-03-24 19:33:47;;;;;;;;;2019-03-24 19:33:47;75894887;8576fd44a2;;
5;2015-06-15 10:01:17;;2019-03-24 19:33:37;;53.4880000;'-2.2441500;;;;uk;man;2019-03-24 19:33:37;75881603;45cd635a30;;
2;2018-03-19 15:32:05;;2019-03-24 19:33:46;;;;;;;;;2019-03-24 19:33:46;75893983;f8e193f31c;;
5;2018-03-19 22:27:55;;2019-03-24 19:33:47;;;;;;;;;2019-03-24 19:33:47;75894783;f650d4fd26;;
5;2012-06-29 08:55:03;;2019-03-24 19:33:41;;;;;;;;;2019-04-01 09:06:03;75886707;58c8f359db;;
4;2013-10-07 08:58:31;;2019-03-24 19:33:44;;;;;;;;;2019-03-24 19:33:44;75891091;9e06727b9e;;
4;2014-12-02 14:56:49;;2019-03-24 19:33:26;;;;;;;;;2019-03-24 19:33:26;75865831;3ec3484a35;;
2;2018-05-03 02:10:24;;2019-03-24 19:33:50;;;;;;;;;2019-03-24 19:33:50;75899139;3b8cffec50;;
2;2013-11-28 16:06:11;;2019-03-24 19:33:47;;;;;;;;;2019-03-24 19:33:47;75894807;575283f20f;;
2;2017-08-04 17:26:03;;2019-03-24 19:33:36;;43.6475000;'-79.3959000;;;416;ca;on;2019-03-24 19:33:36;75880259;9ed1dff7e4;;
2;2013-12-08 17:13:19;;2019-03-24 19:33:47;;41.2783000;'-72.7964000;;;203/475;us;ct;2019-03-24 19:33:47;75895287;2aece26f8e;;
2;2018-03-20 05:32:40;;2019-03-24 19:33:47;;43.9670000;'-79.2500000;;;;ca;on;2019-03-24 19:33:47;75895019;af2e5f4705;;
5;2012-06-29 08:55:45;;2019-03-24 19:33:56;;48.8770000;2.3354000;;;;fr;idf;2019-03-24 19:33:56;75906471;7a8b42a6a4;;
5;2012-06-29 08:56:35;;2019-03-24 19:33:26;;40.7340000;'-74.0053000;;;212/646/917/929;us;ny;2019-03-24 19:33:26;75865995;0b36db0fe1;;
2;2015-11-10 18:42:02;;2019-03-24 19:33:50;;;;;;;;;2019-03-24 19:33:50;75898291;d9e04037ac;;
4;2013-11-04 00:45:45;;2019-03-24 19:33:46;;40.7429000;'-73.6760000;;;516;us;ny;2019-03-24 19:33:46;75893395;13bcd09480;;
5;2012-06-29 08:54:08;;2019-03-24 19:33:23;;41.4646000;2.0743800;;;;es;b;2019-03-24 19:33:23;75861895;b6ab1b65d2;;
4;2012-06-29 08:56:35;;2019-03-24 19:33:26;;51.2898000;0.2110530;;;;uk;ken;2019-03-24 19:33:26;75865911;8c6f829030;;
2;2012-06-29 08:55:21;;2019-03-24 19:33:46;;;;;;;;;2019-03-24 19:33:46;75893999;d66b6bc6e0;;
2;2012-06-29 08:54:21;;2019-03-24 19:33:31;;41.0828000;'-81.5096000;;;330/234;us;oh;2019-03-24 19:33:31;75872735;df7806416c;;
2;2012-12-20 17:35:08;;2019-03-24 19:33:36;;;;;;;;;2019-03-24 19:33:36;75879419;42cdb54deb;;
2;2018-01-16 16:26:43;;2019-03-24 19:33:42;;;;;;;;;2019-03-24 19:33:42;75887999;2c20cd90bf;;
5;2015-09-22 21:33:29;;2019-03-24 19:33:44;;51.5130000;'-0.1292370;;;;uk;wsm;2019-03-24 19:33:44;75890883;83070110b2;;
5;2012-06-29 08:54:21;;2019-03-24 19:33:32;;48.7136000;2.2288000;;;;fr;idf;2019-03-24 19:33:32;75874375;eaea9bf994;;
2;2018-02-23 10:20:58;;2019-03-24 19:33:44;;;;;;;;;2019-03-24 19:33:44;75890843;1846f9a0f9;;
5;2012-06-29 08:54:41;;2019-03-24 19:33:35;;6.4935100;3.4063600;;;;ng;la;2019-03-24 19:33:35;75878783;9679063c9a;;
2;2016-05-31 22:35:03;;2019-03-24 19:33:27;;;;;;;;;2019-03-24 19:33:27;75866279;∞E+00;;
3;2013-04-30 12:37:11;;2019-03-24 19:33:40;;;;;;;;;2019-03-24 19:33:40;75884995;34514bfe14;;
5;2013-12-16 02:02:05;;2019-03-24 19:33:48;;38.6035000;'-121.2480000;;;916/279;us;ca;2019-03-24 19:33:48;75896107;3684d2b921;;
4;2016-01-01 17:19:36;;2019-03-24 19:33:52;;;;;;;;;2019-03-24 19:33:52;75901415;d2220778fc;;
5;2012-06-29 08:54:47;;2019-03-24 19:33:39;;51.1019000;'-0.2428250;;;;uk;wsx;2019-03-24 19:33:39;75883439;4ec6c46c36;;
2;2012-06-29 08:55:03;;2019-03-24 19:33:41;;40.7642000;'-73.9874000;;;212/332/646/917;us;ny;2019-03-24 19:33:41;75887035;35d3a381a8;;
4;2019-10-24 10:12:07;;2019-10-24 10:12:07;104.132.2.68;1.2830000;103.8500000;;;;sg;1;2019-10-24 10:12:07;94230879;2d7f451ddf;;
2;2012-06-29 08:55:39;;2019-03-24 19:33:50;;37.4056000;'-122.0780000;;;650;us;ca;2019-03-24 19:33:50;75899407;cc583c1036;;
2;2012-06-29 08:54:41;;2019-03-24 19:33:35;;;;;;;;;2019-03-24 19:33:35;75877735;e5603b3273;;
5;2014-12-09 08:13:44;;2019-03-24 19:33:27;;;;;;;;;2019-03-24 19:33:27;75866339;d2084dfee5;;
5;2015-03-26 21:54:26;;2019-03-24 19:33:33;;39.8247000;'-105.0620000;;;303/720;us;co;2019-03-24 19:33:33;75874843;461b952dcb;;
5;2012-06-29 08:55:26;;2019-03-24 19:33:49;;1.2920900;103.8070000;;;;sg;1;2019-03-24 19:33:49;75897299;7922b3b892;;
5;2017-08-30 07:32:40;;2019-03-24 19:33:37;;'-33.8329000;151.1270000;;;;au;nsw;2019-08-05 07:25:20;75881455;015ffe4ceb;;
2;2016-02-01 15:30:27;;2019-03-24 19:33:57;;;;;;;;;2019-03-24 19:33:57;75908047;03c899acc6;;
5;2017-07-20 08:49:42;;2019-03-24 19:33:36;;59.3290000;18.0610000;;;;se;ab;2019-03-24 19:33:36;75879263;dd65497dc4;;
